CODGEO;PMIMP;DECUC_Q2;DECUC_Q1;DECUC_Q3;BREV;DECUC_D1;DECUC_D9;DECUC_D1D9;DISP_Q2;DISP_Q1;DISP_Q3;TP60;DISP_D1;DISP_D9;DISP_D1D9;PACT;PPEN;PPSOC;PIMPOT;PPAT;NOTE_FILO;C;CC2S;NOTE_CNAM;A;APPA;ARSAS;AAAH;NOTE_CNAF
QP013064;24,1;10770;4890;17180;58,4;220;23940;109,3;14030;11170;18610;38,6;8880;23010;2,6;52,5;30,6;23,5;-8,9;2,3;0;2149;632;0;691;220;156;84;0
QP013065;18,8;10510;4770;16280;60,9;540;21270;39,1;13780;10770;17610;40,8;8520;21090;2,5;51,1;30,1;24,8;-7,9;1,9;0;1718;469;0;629;187;131;121;0
QP014001;16,8;8070;2550;15050;68,1;0;20340;;13010;10260;16590;47,4;8280;20220;2,4;44,8;30;30,4;-7,1;1,9;0;4035;1579;0;1563;601;468;166;0
QP014002;18,7;8990;3690;15490;64,8;0;21140;;13100;10440;17140;44,7;8440;21240;2,5;51,5;25,7;28,4;-7,6;2;0;3089;972;0;1414;515;310;220;0
QP014003;11,3;7090;2010;12410;76;0;17660;;12180;9580;15130;55,2;7860;18560;2,4;42,8;25,9;35,6;-5,9;1,6;0;3838;1571;0;1801;558;555;228;0
QP014004;17,7;7330;2190;13660;72,2;0;20680;;12280;9840;16300;52,1;8010;20970;2,6;50,3;23,5;31,9;-7,4;1,7;0;2068;927;0;785;269;257;96;0
QP014005;21;8900;2130;16530;63,3;0;22830;;12790;9780;17550;48,4;8450;22610;2,7;50,3;29,3;26,1;-8,4;2,7;0;1255;480;0;564;181;142;53;0
QP014006;22,7;11780;6800;17160;54,2;2120;21960;10,3;14660;12060;18380;29,5;10020;21870;2,2;55,3;30,4;20,5;-8,3;2,1;0;1230;261;0;455;216;75;48;0
QP014007;27,3;11360;6030;18180;55,8;1600;23760;14,8;14320;11350;18690;36;9180;23250;2,5;60,4;27;19,8;-9,4;2,2;0;8017;2042;0;3384;1140;572;260;0
QP014008;;10090;5640;15860;60,2;1200;22230;18,5;13510;10930;17470;41,8;8880;22040;2,5;58,3;23,8;24;-8;1,9;0;857;182;0;;;;;5
QP014009;18,6;10110;4550;15730;60,2;0;21080;;13630;10770;17210;42,3;8860;21200;2,4;45,7;34,6;24,4;-7,3;2,6;0;2665;845;0;1068;404;288;125;0
QP015001;24,5;10390;4110;17840;61,6;0;25780;;13700;10580;18620;41,4;8230;25590;3,1;45,1;36,5;22,1;-8,9;5,2;0;951;316;0;352;120;99;64;0
QP016001;17,1;6610;1320;13320;72,8;0;20000;;12270;9380;15760;54;7910;20650;2,6;41;30;33,2;-7,3;3,1;0;3134;1497;0;1255;344;496;164;0
QP016002;16,4;7790;1980;13850;70,5;0;20490;;13020;10280;16260;45,5;8090;20520;2,5;46,2;25,2;33,2;-7;2,4;0;1688;668;0;815;244;248;117;0
QP016003;17,7;6840;1270;14200;70,9;0;20880;;12450;9600;16510;52;7650;20700;2,7;47,2;25,5;32,2;-7,9;3;0;2319;985;0;1035;348;372;108;0
QP016004;;9230;3430;15220;66,2;0;19980;;13260;10930;17350;42,2;9060;20580;2,3;50,4;24,2;30,2;-7,1;2,3;0;1173;355;0;552;190;131;90;0
QP016005;12,1;6300;1030;11950;77;0;17770;;12000;9470;15400;56,8;7500;19120;2,5;42,3;23,9;37,3;-5,9;2,4;0;3643;1782;0;1521;460;528;198;0
QP016006;19,1;7150;2030;14720;69,6;0;21750;;12590;9760;16810;51,5;8420;21680;2,6;51,7;22;31,3;-7,8;2,8;0;1674;644;0;713;243;233;100;0
QP017001;19,2;9050;4380;15370;64,3;190;20980;112,1;13410;10640;17320;44,4;8740;21010;2,4;51,4;27,4;26,6;-7,7;2,3;0;5749;1848;0;2168;798;554;303;0
QP017002;16,2;9050;4250;14700;67,1;0;20610;;13240;10560;16730;44;8670;21010;2,4;53,2;23,3;28,6;-7,5;2,4;0;4733;1436;0;2006;666;474;301;0
QP017003;;7150;1490;13100;74,1;0;18690;;12460;9660;15630;52,9;8200;19620;2,4;41,1;28,7;33,4;-5,9;2,7;0;2012;830;0;994;287;289;153;0
QP017004;24,8;11740;5320;18800;53,2;0;25660;;14510;11230;19340;35,9;8700;24960;2,9;56,8;27,3;20,5;-10,4;5,8;0;2029;492;0;1057;363;225;177;0
QP017005;;7240;1860;15680;65,5;0;23410;;12820;9890;17780;49,3;8230;23150;2,8;55,8;17,9;30,6;-8,4;4,1;0;1015;400;0;369;137;122;51;0
QP017006;21,3;11830;6520;18790;53,2;740;26030;35;14740;11920;19900;32,9;9380;24880;2,7;38,1;46,6;18,4;-9,2;6,1;0;1062;238;0;427;127;89;61;0
QP017007;19,6;11040;6090;16450;57,9;470;20960;45;14230;11530;17670;35,5;9250;21040;2,3;52,4;28,6;24,1;-7,5;2,4;0;1423;338;0;699;253;144;119;0
QP018001;19,3;8130;2850;14830;68,1;0;20990;;12790;10170;16910;48,7;8320;21050;2,5;45,4;29,7;30,1;-7,9;2,7;0;7980;2758;0;3272;983;1023;521;0
QP018002;18,8;7620;1630;14980;68,1;0;21980;;12810;10200;16910;48,6;8340;21400;2,6;53,1;20,3;32,7;-8,6;2,5;0;2240;917;0;1039;380;344;187;0
QP018003;17,5;10100;3740;16290;58,1;0;21640;;13870;10700;17530;39,2;8440;21690;2,6;45,7;33,7;25,4;-7,8;3;0;1148;340;0;587;163;125;127;0
QP018004;19,2;7290;1340;15410;67,8;0;22230;;12530;9400;16760;51;7360;22440;3,1;45,1;30,3;28,1;-8,9;5,4;0;3438;1370;0;1573;459;516;262;0
QP019001;;9930;5120;16360;61,8;230;21640;92,5;13790;11310;17760;37,4;9240;22050;2,4;52,4;26,1;25,5;-7,7;3,7;0;;;5;376;136;67;59;0
QP019002;14,2;9630;4910;14960;66,1;870;20590;23,6;13140;10620;16900;46;8300;20960;2,5;49,9;29,2;24,8;-7,2;3,3;0;2294;595;0;795;256;120;130;0
QP019003;21,7;10100;4560;16130;63,2;690;21700;31,3;13770;10670;17760;38,7;8630;21490;2,5;56,7;24,1;24;-8,2;3,4;0;1490;404;0;560;214;86;101;0
QP021001;21,1;12100;7440;17110;52,9;3910;22110;5,7;14600;11700;17830;33,5;9620;21710;2,3;67,5;20,8;18,4;-8,3;1,6;0;1390;265;0;521;251;79;51;0
QP021002;18,8;9860;5600;15740;63,1;1770;21530;12,2;13560;10990;17300;42,3;9000;21480;2,4;53,9;28,3;22,9;-7,8;2,7;0;4916;1328;0;1562;611;275;218;0
QP021003;23,2;10060;4950;17010;60,4;670;22890;34,3;13770;10740;17940;40,8;8620;22130;2,6;51,6;32,1;22,4;-8,9;2,8;0;6445;1927;0;1980;702;500;250;0
QP021004;14,9;9190;5060;14230;68,1;1260;20290;16,1;13020;10450;16540;46,5;8380;20260;2,4;56,2;23;26,8;-7,4;1,4;0;3991;1155;0;1638;478;336;161;0
QP021005;;10710;6230;15030;61,3;2460;20160;8,2;13650;10990;16760;41,5;8980;20300;2,3;57,1;25,6;22,7;-7,1;1,7;0;1180;345;0;418;161;96;53;0
QP021006;20,9;10040;5000;15980;62,7;260;22330;85,7;13960;11070;17350;38,8;8890;21740;2,4;59,5;21,9;24,9;-8,5;2,2;0;2865;742;0;1052;360;224;155;0
QP022001;;9570;4750;15220;63,3;600;19370;32,3;13680;11250;16730;37,6;9090;19590;2,2;44,7;33;26,3;-6,6;2,6;0;722;210;0;394;120;72;81;0
QP022002;;9960;3230;17010;60,7;0;22740;;13710;10460;18240;41,8;8350;21630;2,6;52,4;25,7;27,3;-8,1;2,7;0;829;208;0;471;138;106;95;0
QP022003;;9470;3980;15990;63,6;0;22040;;13800;10220;17560;42,3;8480;21480;2,5;57,3;22,5;25,6;-8,1;2,7;0;577;211;0;240;101;48;46;0
QP022004;;9660;3570;15350;64,3;70;20710;310,6;13450;10350;16740;42;8480;20840;2,5;53,2;25,2;27,3;-7,8;2,1;0;1718;640;0;747;231;203;113;0
QP022005;16,1;8080;2690;14250;68,9;0;19090;;12790;10060;16230;49,3;8340;20000;2,4;48,1;26,2;30,4;-7,4;2,7;0;3514;1301;0;1566;437;416;209;0
QP022006;;9130;3710;15830;64,7;0;21350;;13450;10040;17000;45,3;8060;20990;2,6;52,5;25,6;27,3;-8,1;2,7;0;947;315;0;428;131;92;81;0
QP022007;;8410;3230;14980;68,5;0;19650;;12600;10190;15990;50,5;8160;20400;2,5;44,1;30,2;29,7;-6,8;2,8;0;1058;303;0;486;140;120;85;0
QP023001;20,8;8910;3740;16480;63,3;0;23070;;13250;10140;17330;44;8460;22360;2,6;48,4;31,9;25,8;-9,5;3,4;0;1437;481;0;677;231;144;133;0
QP024001;20,6;10710;5950;17160;57,1;1720;24430;14,2;14220;11330;18650;38,4;9040;24040;2,7;52,3;32,2;20,2;-8,8;4,1;0;1253;277;0;415;173;89;72;0
QP024002;21,3;10470;4380;17580;58;0;25760;;14060;10940;18540;37,6;8620;25080;2,9;46,3;34,4;21,9;-10;7,4;0;1985;532;0;1181;404;296;181;0
QP024003;;10500;5040;16630;59,3;650;22440;34,4;14070;10670;17880;38,2;8590;22030;2,6;54,9;28,6;21,8;-8,1;2,8;0;909;181;0;331;146;63;53;0
QP024004;;6220;450;13860;71,2;0;20120;;11720;9020;15890;57,5;7390;20240;2,7;46,1;24,4;33,9;-6,6;2,2;0;937;424;0;391;114;134;59;0
QP024005;21,4;12110;5590;18820;52,1;540;24180;44,6;14490;11470;19050;34,8;8900;23460;2,6;53,2;32,3;19,7;-8,8;3,6;0;1102;283;0;393;141;104;53;0
QP025001;24,7;12410;6920;19550;50,4;3540;28480;8;14860;11610;20010;34,1;9140;27130;3;66,6;25;16,6;-11,3;3,1;0;1018;168;0;348;97;48;75;0
QP025002;;6690;2290;12580;;60;19210;298,1;12270;9260;15450;;8110;20330;2,5;47,2;26,4;30,9;-7,6;3,1;1;175;28;0;;;;;3
QP025003;14,3;8850;3500;14160;68,2;0;18950;;12720;9630;16060;49,9;7850;19680;2,5;47,2;27,9;29,2;-6,6;2,3;0;2899;929;0;1375;456;344;212;0
QP025004;18,2;7380;1650;13840;71,3;0;20560;;12490;9790;16320;51,6;8020;21030;2,6;49,6;23,6;32,2;-7,8;2,4;0;14753;5800;0;5858;1675;1674;1019;0
QP025005;18,6;9670;4520;15490;64,8;340;20900;61,4;13240;10320;17100;44,9;7960;21000;2,6;56,2;22,8;25,8;-7,8;3;0;1431;454;0;683;228;133;91;0
QP025006;;7890;3660;14510;71,9;0;21180;;12850;10590;16390;48,9;8200;20840;2,5;55,1;19,9;30,9;-7,8;1,9;0;1495;507;0;517;168;135;101;0
QP025007;;9290;5220;14240;70,4;80;19970;249,6;13180;10730;16420;45,7;8480;20570;2,4;54,3;22,8;28;-6,8;1,7;0;1731;421;0;571;175;132;92;0
QP025008;18,2;10720;6200;15910;60,8;1480;21550;14,5;14080;11310;17970;37,5;9220;22140;2,4;53,3;28,7;22,7;-7,3;2,6;0;2538;498;0;720;184;149;118;0
QP025009;;10330;6190;15820;61,7;1240;20110;16,3;13700;11680;17210;36,5;9150;20810;2,3;52,4;27,6;24,9;-7,1;2,2;0;1342;341;0;440;139;95;56;0
QP025010;17,4;9740;4260;15980;62,7;0;21020;;13720;10970;17590;41,6;9010;21060;2,3;54,4;23;27,9;-7,1;1,8;0;1908;508;0;837;254;241;133;0
QP025011;21,4;9880;4800;16630;61,9;20;23120;1360,2;13730;10960;18120;40,6;8900;22970;2,6;49,2;31,6;24,2;-8,3;3,3;0;6658;1805;0;2044;607;503;340;0
QP025012;18,6;11030;5910;17070;58,8;590;22650;38,4;14300;11610;17970;34,1;9250;22310;2,4;48,2;32,9;23,7;-7,2;2,4;0;1304;304;0;547;149;126;97;0
QP025013;15,5;10110;5540;15320;65,3;1480;20240;13,7;13600;10740;17180;41,2;8430;20930;2,5;57,6;24,8;23,2;-7,3;1,7;0;2183;492;0;605;181;114;104;0
QP026001;26,1;12210;6300;18920;51,9;790;25360;32,1;14490;11240;19400;36,2;8750;25030;2,9;65,1;22,6;18,1;-10,8;5;0;1586;333;0;697;243;136;83;0
QP026002;10;7410;3830;12410;75,7;220;17170;76,6;11910;9480;15190;56,4;7340;18530;2,5;47,6;26,1;30,1;-6,3;2,5;0;2236;717;0;791;228;193;58;0
QP026003;;9830;4840;14720;65,7;1360;20820;15,3;13330;10660;16520;43,1;8800;20860;2,4;53,3;29;22,5;-8,2;3,4;0;1526;412;0;500;185;105;54;0
QP026004;25,5;10910;5100;18710;56,4;0;29230;;13950;10350;18850;41,4;8000;27520;3,4;64,4;21,3;18,9;-12,5;7,9;0;2554;567;0;1506;483;347;215;0
QP026005;;7340;3630;11580;79;270;16740;63;11980;9670;14530;59,5;7890;17930;2,3;43,9;26,4;32,3;-5,8;3,2;0;2767;854;0;1005;267;216;115;0
QP026006;14,5;8030;3260;14080;70,9;0;19640;;12570;10110;16160;50,7;8030;19880;2,5;47,7;26,4;30,1;-7;2,8;0;1764;567;0;721;246;180;75;0
QP026007;13,6;8360;4010;14080;69,7;350;19770;55,9;12800;10130;16210;48,9;8310;20520;2,5;46,8;28,9;27,7;-7;3,6;0;7406;2230;0;2468;761;558;233;0
QP026008;17,6;10300;5080;16190;61;210;23180;111,8;13520;10520;17600;43;8650;22650;2,6;53,5;27,6;23,4;-8,2;3,7;0;1294;369;0;562;189;135;53;0
QP026009;;9590;5540;15960;65,4;1270;22500;17,7;13570;11090;17730;40,9;9330;22020;2,4;63,8;16,9;25,8;-8,4;1,9;0;1076;294;0;392;136;83;45;0
QP026010;15,4;9440;5670;14670;66,7;1490;19970;13,4;12980;10540;16330;46,2;8420;20430;2,4;52,2;28,5;23,3;-7,3;3,3;0;2615;579;0;812;262;150;90;0
QP026011;26,4;13140;8110;18820;47,5;4020;24910;6,2;15500;12150;19490;28,8;9340;24460;2,6;69,2;20,9;15,2;-9,9;4,6;0;1234;148;0;419;163;59;45;0
QP026012;;9480;5370;14650;69;1810;21590;11,9;12720;10280;16470;49;7850;21460;2,7;59;22,5;22,2;-8,6;4,9;0;771;175;0;227;77;44;20;0
QP027001;20,3;9000;4370;15280;65,8;630;21000;33,3;13190;10200;17020;44,6;8180;21160;2,6;58,9;21,5;25,8;-7,8;1,6;0;3440;944;0;992;354;205;142;0
QP027002;;8490;4490;12890;74,8;0;17560;;12280;9830;15290;53,6;7580;19060;2,5;55,4;20;29,8;-6,6;1,4;0;990;295;0;330;100;75;55;0
QP027003;14,3;7240;2740;12860;74,3;0;18880;;12180;9630;15660;54,4;7700;19560;2,5;49,8;22,1;32,9;-6,5;1,7;0;10592;3983;0;3672;1085;969;717;0
QP027004;;7070;1920;12380;76,2;0;17510;;11590;9010;15330;57,3;7760;18720;2,4;46,3;22,7;34,8;-5,6;1,8;0;2073;773;0;797;243;246;144;0
QP027005;;9610;3870;16180;62,3;0;21820;;13600;10590;17620;40,5;8540;21580;2,5;61;18,5;26,6;-8,3;2,2;0;1185;322;0;498;186;107;105;0
QP027006;;9380;3670;15740;63,9;180;21740;118,8;12900;10320;16960;47,7;8620;21660;2,5;56,5;22,4;26,7;-8,4;2,8;0;1212;367;0;411;119;116;67;0
QP027007;20,4;8850;3570;15580;64,2;0;21380;;13100;10310;17070;44,9;8230;21250;2,6;53,2;24,8;27,4;-7,7;2,3;0;1386;441;0;492;157;142;80;0
QP027008;21,3;9000;4200;15620;65,7;320;21310;67,6;13590;10350;17610;42,8;8310;21630;2,6;62,2;16,9;27,3;-8;1,6;0;6785;1846;0;2097;715;416;366;0
QP027009;20,6;10760;3840;17490;56,7;0;23750;;14130;10410;18510;38,6;8420;23210;2,8;51,7;30,6;23,6;-8,5;2,6;0;1191;364;0;491;166;150;101;0
QP027010;;10200;4650;16070;62;0;20650;;14090;11050;17430;38,7;9060;20950;2,3;51,1;27,8;26,1;-6,8;1,8;0;1129;328;0;471;162;94;93;0
QP027011;21,5;10930;5950;17580;56,3;1240;22170;17,9;14370;11420;18260;35,5;9160;21990;2,4;58,1;26,5;22,3;-8,4;1,5;0;1311;269;0;467;179;88;93;0
QP028001;22,1;10290;6120;15290;64,4;2000;22800;11,4;13680;11180;17780;39,7;9040;22830;2,5;62,2;20,7;23,4;-8,6;2,3;0;1210;340;0;329;125;73;28;0
QP028002;23,7;11020;5490;16900;59,9;1090;22780;20,9;13910;10890;18340;37,9;8760;22210;2,5;65,7;19,6;21,8;-8,5;1,4;0;1735;437;0;575;209;113;66;0
QP028003;18,3;9160;4960;14480;66,9;1300;20360;15,6;12870;10220;16100;48,2;8250;20630;2,5;63,1;17,6;25,3;-7,6;1,6;0;1945;692;0;703;260;182;71;0
QP028004;21,5;10500;5720;15870;59,7;1620;20680;12,8;14110;11110;17330;36,6;9090;20840;2,3;62;20,3;24,2;-8;1,5;0;2124;564;0;720;283;135;76;0
QP028005;14,1;7510;3690;13000;74,1;0;17860;;12070;9620;15220;56,6;7260;18860;2,6;56,6;17,4;31,6;-6,9;1,3;0;2165;752;0;743;270;213;86;0
QP028006;13,6;8540;3970;14070;69,7;60;19010;322,2;12700;10070;16140;49,7;8300;19890;2,4;57,4;18,2;29,9;-6,9;1,4;0;4081;1315;0;1473;514;405;172;0
QP028007;;10370;5950;15560;61,8;1510;21120;14;13870;10650;17600;40,2;8520;21850;2,6;67,7;16,5;22,5;-8,2;1,5;0;1240;285;0;354;126;61;34;0
QP028008;11,3;7710;3510;12340;76,2;30;17920;655,7;12030;9540;15180;55,5;7760;19390;2,5;51,1;21;32,6;-6,1;1,4;0;6150;2384;0;1928;607;599;174;0
QP028009;15,6;8260;3630;14130;68,8;150;19550;128,2;12310;9440;16040;52,8;7800;19740;2,5;48,1;29,1;26,9;-7;2,9;0;2480;909;0;990;305;288;118;0
QP028010;;8270;2840;14090;71,8;0;18320;;12580;9510;15650;50,7;8050;18800;2,3;42,8;31,2;30,6;-6,5;1,9;0;1082;440;0;513;135;155;69;0
QP029001;;9290;3170;14680;65,1;0;18940;;13170;10490;16370;44,2;8510;19630;2,3;47,5;27,2;29,4;-6,5;2,4;0;883;239;0;463;133;115;87;0
QP029002;23,5;10980;5040;17310;56,6;700;22510;32,2;14400;10880;18080;37,6;8530;22070;2,6;55,2;28,2;21,6;-8,8;3,8;0;3082;635;0;1225;402;224;229;0
QP029003;;8570;2520;14580;67,6;0;19340;;12980;10290;16440;45,9;8230;19930;2,4;44,2;28,6;31,3;-6,4;2,3;0;1098;385;0;459;127;131;88;0
QP029004;21,4;10830;4240;17430;57;0;22630;;14370;11100;18270;37,4;8890;22530;2,5;56,1;25,4;24,6;-8,5;2,4;0;6219;1887;0;2807;884;663;420;0
QP029005;13,3;8560;3170;14280;68,6;0;18820;;13070;10520;16340;44,5;8380;19720;2,4;48,9;23,9;31,8;-6,6;2;0;1826;572;0;839;243;217;170;0
QP029006;;7350;740;14120;68,1;0;20230;;12670;10060;15900;49,6;8230;20670;2,5;50,5;23,3;31,7;-7,5;2;0;980;366;0;316;97;110;45;0
QP029007;11,9;8380;3360;13950;71,3;0;18490;;13250;10430;16330;44,1;8610;19690;2,3;50,3;20,7;33,7;-6,6;1,9;0;2347;869;0;978;291;272;159;0
QP029008;20,5;10310;4270;16920;58,2;0;23070;;13900;10940;17990;41,2;8490;22000;2,6;55,3;26;24,5;-8,9;3,1;0;1376;362;0;826;219;199;139;0
QP029009;;8050;1720;13920;71;0;19360;;12480;9780;15770;52,1;8230;20020;2,4;43,8;26,8;33,7;-6,1;1,8;0;1096;456;0;636;187;217;107;0
QP02A001;;9180;6360;14160;69,8;3580;19100;5,3;13250;10920;16430;44,8;8520;20120;2,4;60,8;20;25,3;-7,6;1,5;0;758;82;0;180;31;8;27;0
QP02A002;25,5;12440;6710;18920;50,7;2130;25130;11,8;15560;12460;20040;26,9;9250;24240;2,6;58,8;26,7;20,7;-8,8;2,6;0;1566;145;0;484;154;58;107;0
QP02A003;34,8;12700;8060;19550;49,6;4180;25200;6;15320;11920;20270;30;9280;24340;2,6;72,6;20,7;14,9;-10,3;2,1;0;716;83;0;180;64;17;10;0
QP02B001;19,9;11250;5950;17440;56,3;440;23480;53,4;14540;11400;18670;35,6;8910;22860;2,6;50,2;32,1;23,2;-8,1;2,6;0;6389;1008;0;2325;565;311;539;0
QP02B002;39;14450;6730;25280;44,7;1500;36630;24,4;15930;11420;24230;32,7;8200;33670;4,1;70,7;24,9;11,8;-15,1;7,7;0;1677;163;0;557;158;97;90;0
QP030001;18,9;9270;3040;16270;63;0;22480;;12970;10000;17360;46,6;8180;22500;2,8;42,4;35,5;24,8;-8,7;6;0;12644;4483;0;5905;1777;1792;766;0
QP030002;;9160;3750;16880;61,2;0;24280;;13020;10250;17610;44,8;8540;23720;2,8;43,8;35,4;23,3;-8,7;6,2;0;878;215;0;427;119;136;47;0
QP030003;9;4780;1130;9070;86;0;14520;;11010;8950;13740;66,6;7280;17390;2,4;39,3;19,2;44,4;-5;2,1;0;13796;7260;0;4734;1290;1852;461;0
QP030004;22,5;9660;3390;17870;59,8;0;26280;;13630;10400;18800;41,3;7970;25350;3,2;56,8;24,6;24,4;-10,5;4,7;0;5659;1833;0;3326;858;950;373;0
QP030005;11,1;6070;2100;11190;80;0;17500;;11510;9310;14460;61,4;7690;18830;2,4;40,2;26,6;36,8;-5,8;2,2;0;6168;2750;0;2359;642;835;261;0
QP030006;10,9;6780;2530;11950;77,3;0;18040;;12070;9430;15610;54,6;7340;20030;2,7;50;17,2;37;-6,2;2;0;2616;1087;0;977;308;337;103;0
QP030007;25;11680;5940;17990;54;660;24230;36,9;14480;11380;18900;34,1;8920;23130;2,6;63;23,4;20,1;-9,5;3;0;1656;464;0;667;268;160;58;0
QP030008;19,5;8090;3540;14830;67,9;0;21760;;12890;10020;16750;48,2;7990;21430;2,7;59,1;19;27,4;-8,3;2,8;0;2955;1120;0;922;340;282;81;0
QP030009;12,3;8070;4370;13990;69,7;1220;19360;15,9;12260;9670;16110;53,9;7590;19960;2,6;53;26,2;25,4;-7,4;2,8;0;2191;762;0;767;244;251;88;0
QP030010;13,8;7250;3720;12640;75,2;590;18870;32,2;12030;9360;15700;56,7;7920;19830;2,5;45,5;27,9;30,7;-6,7;2,6;0;2489;774;0;1067;300;342;115;0
QP030011;23,4;11410;5300;18400;53,4;270;27060;98,9;14360;10170;18980;40,8;7910;25780;3,3;63,2;23,7;19,2;-10,5;4,4;0;1075;288;0;471;157;144;57;0
QP030012;15,9;9020;5210;14290;70,2;2380;20750;8,7;12650;10480;15950;50;8450;20740;2,5;51,8;27,6;25,1;-7,2;2,7;0;1268;359;0;420;162;114;52;0
QP030013;20,8;10040;5120;16500;61;960;23460;24,5;13100;10000;17530;46;7380;23000;3,1;62,2;22,4;20,6;-9,4;4,2;0;3971;1069;0;1443;481;442;147;0
QP030014;;10030;3590;16280;61;0;22550;;12930;10150;17210;44,9;7880;22900;2,9;37,8;40,1;23,2;-8,4;7,3;0;883;299;0;470;118;167;67;0
QP030015;12,6;8670;4580;13880;70;1050;18910;18;12550;10460;16110;51;8580;20020;2,3;52,3;24;28,4;-6,5;1,8;0;1917;633;0;709;246;190;72;0
QP030016;14,5;9340;2750;15940;62,8;0;21270;;12860;10020;16930;48;8150;21320;2,6;34,6;43,1;24,7;-7,3;4,9;0;1813;786;0;814;169;350;112;0
QP030017;;11110;4810;16670;58,3;0;22290;;13790;9490;17470;44;8110;23150;2,9;43,6;37,6;21,1;-7,9;5,6;0;610;236;0;205;41;86;26;0
QP030018;27,2;10970;5550;18720;54,3;2340;26100;11,2;14040;10810;19040;37,7;8560;25150;2,9;60,3;25,6;18,9;-10;5,2;0;1108;240;0;364;136;81;33;0
QP031001;21,1;10110;5070;16350;61,3;760;22070;29;13960;10950;17770;39,4;8940;21980;2,5;59,7;22;24;-8,2;2,5;0;2975;917;0;1096;459;224;151;0
QP031002;28,8;11200;4870;18900;55,5;410;28150;69,1;14480;10300;19500;39,4;8190;26540;3,2;67,2;19,9;18,6;-11,6;5,9;0;1775;475;0;739;275;139;110;0
QP031003;25,8;11470;4490;19070;54;0;26890;;14390;10800;19490;38,1;8420;25710;3,1;54;31,2;19,8;-11,4;6,4;0;1438;411;0;763;254;183;153;0
QP031004;23,5;8870;4430;16170;66,2;160;23700;152,9;13350;10720;17790;44,4;8930;23400;2,6;60,1;19,8;26,4;-8,6;2,3;0;1578;461;0;505;153;122;79;0
QP031005;30,5;11870;5430;19780;53,6;120;26500;220,9;15100;11450;20080;31,6;8800;25760;2,9;58;29,1;19,5;-10,3;3,7;0;2730;733;0;849;333;182;134;0
QP031006;20,8;8520;3090;15170;66,4;0;22860;;13260;10120;17170;44,6;7510;23440;3,1;67,9;10,7;28,6;-9,6;2,4;0;1963;661;0;980;296;223;109;0
QP031007;18,2;7970;3480;14140;70,2;60;21000;358;12790;10150;16710;48,8;8130;21420;2,6;53,3;22;29,9;-8,2;3;0;33777;11545;0;11668;3579;2897;1738;0
QP031008;33,7;13290;6450;22160;46,9;560;30580;54,8;15570;10600;21530;34,3;7650;28180;3,7;78,2;16,9;14,1;-12,9;3,7;0;1723;317;0;957;260;112;59;0
QP031009;;8870;4790;14280;69,3;920;19220;20,8;12910;10580;16530;47,6;8770;20550;2,3;53,2;22,8;29,8;-7,8;2;0;1127;339;0;372;136;74;58;0
QP031010;19,1;8560;4080;15170;66,9;170;22410;131,6;13110;10190;17470;44,9;8090;22440;2,8;58,2;19,5;28;-9;3,3;0;5596;1714;0;2585;838;515;354;0
QP031011;26,2;10250;4810;17770;60;850;25530;29,9;14050;10750;18950;38,6;8720;24200;2,8;65,7;18,3;23,4;-9,9;2,5;0;2836;799;0;1048;355;232;143;0
QP031012;;9240;4010;15730;63,7;620;22070;35,3;14240;11460;17400;36;8990;21720;2,4;52,8;24,8;28,1;-8,5;2,8;0;1186;349;0;464;137;113;83;0
QP031013;25,4;10860;5530;17500;58,2;1100;23850;21,7;14080;11140;18370;38,3;9170;23610;2,6;66,2;18,8;23;-9,8;1,8;0;1526;378;0;594;269;109;62;0
QP031014;26,3;9720;4110;16540;62,5;170;23900;144,2;13600;10420;18010;41,7;8470;22680;2,7;59,5;23,5;23,6;-9,7;3,1;0;2141;655;0;799;313;179;100;0
QP031015;;10050;4720;18160;59,6;0;27110;;13890;10710;19250;42,2;8480;26050;3,1;64,7;22,8;21;-11,7;3,2;0;;;5;;;;;5
QP031016;21,6;10550;3790;16920;60;120;25710;211,5;13780;10660;18490;39,9;8480;24990;2,9;63,5;18,4;24,8;-8,9;2,2;0;1175;347;0;426;149;91;80;0
QP031017;;10380;5710;16380;61,2;2810;22130;7,9;13660;11400;17620;36,2;9090;21790;2,4;61;22,9;22,1;-8,9;2,9;0;1064;293;0;345;130;72;29;0
QP031018;20,6;9640;4310;15970;63,1;400;25060;62,4;13100;10640;17420;44,6;8400;24070;2,9;62,7;19,6;24,3;-10;3,4;0;972;296;0;494;172;114;66;0
QP031019;23,4;10010;5130;17190;61,4;1590;23640;14,9;13910;11450;18240;40,6;8750;22720;2,6;56,4;26,8;22,9;-9;2,9;0;1134;325;0;411;161;74;45;0
QP032001;;6270;1150;11760;79,2;0;17220;;11650;9040;14920;59,7;7390;18370;2,5;44,6;22,2;37,2;-6;2;0;1864;802;0;776;248;213;168;0
QP033001;;10220;5450;16120;60,3;300;21520;72,7;14370;11140;17930;34,6;8850;21650;2,4;62,4;17,3;26,6;-8;1,7;0;;;5;304;98;57;44;0
QP033002;20,1;11730;6680;16980;55;2500;21910;8,8;14810;11740;18000;33,9;9370;21920;2,3;60,7;25,4;20,6;-8,5;1,8;0;1568;351;0;499;200;96;53;0
